,QuestionId,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,ProbWord,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,CorrectedAnswer,CorrectedQuestion,Correct,Valid,CorrectedCorrect,CorrectInt,CorrectedCorrectInt,PositiveChangeCorrection,NegativeChangeCorrection,BaseCorrect,Filtered
13,3,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a cpokr not located in a jewelry box or boutique where would you go?,choker,cpokr,2,12,17,0.1,-5.55,2.83E-06,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,"I believe there might be a typo in the question. Assuming you meant ""To locate a cook not located in a jewelry box or boutique where would you go?"", the answer would be:

A) jewelry store",A) jewelry store,To locate a clock not located in a jewelry box or boutique where would you go?,FALSE,FALSE,TRUE,0,1,0,0,0,
14,3,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a choker not located in a jewelry box or boutique where would you go?,choker,choker,0,12,18,0.2,-5.55,2.83E-06,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,B) neck,B) neck,To locate a choker not located in a jewelry box or boutique where would you go?,FALSE,TRUE,FALSE,0,0,0,0,0,
15,3,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a coekrr not located in a jewelry box or boutique where would you go?,choker,coekrr,3,12,18,0.3,-5.55,2.83E-06,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,B) neck,A) jewelry store,To locate a cooker not located in a jewelry box or boutique where would you go?,FALSE,TRUE,TRUE,0,1,1,0,0,
16,3,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a hoker not located in a jewelry box or boutique where would you go?,choker,hoker,1,12,17,0.4,-5.55,2.83E-06,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,B) neck,B) neck,To locate a choker not located in a jewelry box or boutique where would you go?,FALSE,TRUE,FALSE,0,0,0,0,0,
17,3,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a ktkor not located in a jewelry box or boutique where would you go?,choker,ktkor,4,12,17,0.5,-5.55,2.83E-06,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,A) jewelry store,B) neck,To locate a locket not located in a jewelry box or boutique where would you go?,TRUE,TRUE,FALSE,1,0,0,1,0,
18,4,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other highway and street GPS services have replaced what?,highway,highway,0,22,29,0,-1.49,0.03257063,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,D) atlas,Google Maps and other highway and street GPS services have replaced what?,TRUE,TRUE,TRUE,1,1,0,0,1,
19,4,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other highway and street GPS services have replaced what?,highway,highway,0,22,29,0.1,-1.49,0.03257063,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,D) atlas,Google Maps and other highway and street GPS services have replaced what?,TRUE,TRUE,TRUE,1,1,0,0,1,
20,4,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other hiohway and street GPS services have replaced what?,highway,hiohway,1,22,29,0.2,-1.49,0.03257063,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,D) atlas,Google Maps and other highway and street GPS services have replaced what?,TRUE,TRUE,TRUE,1,1,0,0,1,1
21,4,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other ighway and street GPS services have replaced what?,highway,ighway,1,22,28,0.3,-1.49,0.03257063,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,D) atlas,Google Maps and other highway and street GPS services have replaced what?,TRUE,TRUE,TRUE,1,1,0,0,1,1
22,4,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other ghwhay and street GPS services have replaced what?,highway,ghwhay,3,22,28,0.4,-1.49,0.03257063,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,D) atlas,Google Maps and other highway and street GPS services have replaced what?,TRUE,TRUE,TRUE,1,1,0,0,1,1
23,4,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other hkpy and street GPS services have replaced what?,highway,hkpy,5,22,26,0.5,-1.49,0.03257063,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,D) atlas,Google Maps and other mapping and street GPS services have replaced what?,TRUE,TRUE,TRUE,1,1,0,0,1,1
24,5,"The fox walked from the city into the forest, what was it looking for?","The fox walked from the city into the forest, what was it looking for?",fox,fox,0,4,7,0,-2.46,0.003445196,4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,C) natural habitat,"The fox walked from the city into the forest, what was it looking for?",TRUE,TRUE,TRUE,1,1,0,0,1,
25,5,"The fox walked from the city into the forest, what was it looking for?","The fox walked from the city into the forest, what was it looking for?",fox,fox,0,4,7,0.1,-2.46,0.003445196,4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,C) natural habitat,"The fox walked from the city into the forest, what was it looking for?",TRUE,TRUE,TRUE,1,1,0,0,1,
26,5,"The fox walked from the city into the forest, what was it looking for?","The fx walked from the city into the forest, what was it looking for?",fox,fx,1,4,6,0.2,-2.46,0.003445196,4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,C) natural habitat,"The fox walked from the city into the forest, what was it looking for?",TRUE,TRUE,TRUE,1,1,0,0,1,1
27,5,"The fox walked from the city into the forest, what was it looking for?","The fox walked from the city into the forest, what was it looking for?",fox,fox,0,4,7,0.3,-2.46,0.003445196,4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,C) natural habitat,"The fox walked from the city into the forest, what was it looking for?",TRUE,TRUE,TRUE,1,1,0,0,1,
28,5,"The fox walked from the city into the forest, what was it looking for?","The do walked from the city into the forest, what was it looking for?",fox,do,2,4,6,0.4,-2.46,0.003445196,4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,C) natural habitat,"The dog walked from the city into the forest, what was it looking for?",TRUE,TRUE,TRUE,1,1,0,0,1,1
29,5,"The fox walked from the city into the forest, what was it looking for?","The of walked from the city into the forest, what was it looking for?",fox,of,2,4,6,0.5,-2.46,0.003445196,4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,C) natural habitat,"The fox walked from the city into the forest, what was it looking for?",TRUE,TRUE,TRUE,1,1,0,0,1,1
30,6,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",mold,mold,0,69,73,0,-2.35,0.004457754,69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,B) refrigerator,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",TRUE,TRUE,TRUE,1,1,0,0,1,
31,6,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",mold,mold,0,69,73,0.1,-2.35,0.004457754,69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,B) refrigerator,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",TRUE,TRUE,TRUE,1,1,0,0,1,
32,6,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in rhl in the back of his what?",mold,rhl,3,69,72,0.2,-2.35,0.004457754,69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,B) refrigerator,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
33,6,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",mold,mold,0,69,73,0.3,-2.35,0.004457754,69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,B) refrigerator,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",TRUE,TRUE,TRUE,1,1,0,0,1,
34,6,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mdo in the back of his what?",mold,mdo,3,69,72,0.4,-2.35,0.004457754,69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,B) refrigerator,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
35,6,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in okld in the back of his what?",mold,okld,2,69,73,0.5,-2.35,0.004457754,69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,B) refrigerator,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
36,7,Where is a business restaurant likely to be located?,Where is a business restaurant likely to be located?,restaurant,restaurant,0,20,30,0,-4.47,3.43E-05,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,A) town,Where is a busy restaurant likely to be located?,TRUE,TRUE,FALSE,1,0,0,1,1,
37,7,Where is a business restaurant likely to be located?,Where is a business restaucat likely to be located?,restaurant,restaucat,2,20,29,0.1,-4.47,3.43E-05,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,D) business sector,Where is a business restaurant likely to be located?,TRUE,TRUE,TRUE,1,1,0,0,1,1
38,7,Where is a business restaurant likely to be located?,Where is a business rsturat likely to be located?,restaurant,rsturat,3,20,27,0.2,-4.47,3.43E-05,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,D) business sector,Where is a business restaurant likely to be located?,TRUE,TRUE,TRUE,1,1,0,0,1,1
39,7,Where is a business restaurant likely to be located?,Where is a business resasuarnf likely to be located?,restaurant,resasuarnf,5,20,30,0.3,-4.47,3.43E-05,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,D) business sector,Where is a business restaurant likely to be located?,TRUE,TRUE,TRUE,1,1,0,0,1,1
40,7,Where is a business restaurant likely to be located?,Where is a business resturanv likely to be located?,restaurant,resturanv,2,20,29,0.4,-4.47,3.43E-05,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,D) business sector,Where is a business restaurant likely to be located?,TRUE,TRUE,TRUE,1,1,0,0,1,1
41,7,Where is a business restaurant likely to be located?,Where is a business rerstkdnant likely to be located?,restaurant,rerstkdnant,4,20,31,0.5,-4.47,3.43E-05,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,D) business sector,Where is a business restructured likely to be located?,TRUE,TRUE,TRUE,1,1,0,0,1,1
42,8,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bench,0,16,21,0,-0.48,0.334878743,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,C) garden,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,TRUE,TRUE,TRUE,1,1,0,0,1,
43,8,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bench,0,16,21,0.1,-0.48,0.334878743,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,C) garden,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,TRUE,TRUE,TRUE,1,1,0,0,1,
44,8,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bench,0,16,21,0.2,-0.48,0.334878743,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,C) garden,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,TRUE,TRUE,TRUE,1,1,0,0,1,
45,8,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a banch and relaxed after doing a lot of work on his hobby.  Where is he?,bench,banch,1,16,21,0.3,-0.48,0.334878743,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,C) garden,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,TRUE,TRUE,TRUE,1,1,0,0,1,1
46,8,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bknch and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bknch,1,16,21,0.4,-0.48,0.334878743,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,C) garden,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,TRUE,TRUE,TRUE,1,1,0,0,1,1
47,8,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a hcch and relaxed after doing a lot of work on his hobby.  Where is he?,bench,hcch,3,16,20,0.5,-0.48,0.334878743,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,C) garden,Johnny sat on a couch and relaxed after doing a lot of work on his hobby. Where is he?,TRUE,TRUE,TRUE,1,1,0,0,1,1
48,9,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooling off,0,10,21,0,-4.37,4.26E-05,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,A) loss of heat,A) loss of heat,James was cooling off too quickly. He would die if he didn't find some way to stop what?,TRUE,TRUE,TRUE,1,1,0,0,1,
49,9,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooling ooff two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooling ooff,1,10,22,0.1,-4.37,4.26E-05,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,A) loss of heat,A) loss of heat,James was cooling off too quickly. He would die if he didn't find some way to stop what?,TRUE,TRUE,TRUE,1,1,0,0,1,1
50,9,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooinnk off two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooinnk off,3,10,21,0.2,-4.37,4.26E-05,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,E) calm down,A) loss of heat,James was cooling off too quickly. He would die if he didn't find some way to stop what?,FALSE,TRUE,TRUE,0,1,1,0,1,1
51,9,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was coolng yff two quickly.  He would die if he didn't find some way to stop what?,cooling off,coolng yff,2,10,20,0.3,-4.37,4.26E-05,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,A) loss of heat,A) loss of heat,James was cooling off too quickly. He would die if he didn't find some way to stop what?,TRUE,TRUE,TRUE,1,1,0,0,1,1
52,9,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooing ff two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooing ff,2,10,19,0.4,-4.37,4.26E-05,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,D) relaxation,A) loss of heat,James was cooling off too quickly. He would die if he didn't find some way to stop what?,FALSE,TRUE,TRUE,0,1,1,0,1,1
53,9,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was dooilnngf q two quickly.  He would die if he didn't find some way to stop what?,cooling off,dooilnngf q,7,10,21,0.5,-4.37,4.26E-05,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,D) relaxation,E) calm down,James was doodling too quickly. He would die if he didn't find some way to stop what?,FALSE,TRUE,FALSE,0,0,0,0,1,1
54,10,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",house,house,0,22,27,0,-0.58,0.261810064,22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,C) kitchen,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",TRUE,TRUE,TRUE,1,1,0,0,1,
55,10,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a huse it was his favorite, the aromas always drew him to the what?",house,huse,1,22,26,0.1,-0.58,0.261810064,22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,C) kitchen,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
56,10,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a husee it was his favorite, the aromas always drew him to the what?",house,husee,2,22,27,0.2,-0.58,0.261810064,22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,C) kitchen,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
57,10,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a htuse it was his favorite, the aromas always drew him to the what?",house,htuse,1,22,27,0.3,-0.58,0.261810064,22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,C) kitchen,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
58,10,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a ohes it was his favorite, the aromas always drew him to the what?",house,ohes,4,22,26,0.4,-0.58,0.261810064,22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,C) kitchen,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
59,10,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a hxuute it was his favorite, the aromas always drew him to the what?",house,hxuute,3,22,28,0.5,-0.58,0.261810064,22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,C) kitchen,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",TRUE,TRUE,TRUE,1,1,0,0,1,1
60,11,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0,-5.06,8.64E-06,17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,D) Louisiana,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",TRUE,TRUE,TRUE,1,1,0,0,1,
61,11,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0.1,-5.06,8.64E-06,17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,D) Louisiana,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",TRUE,TRUE,TRUE,1,1,0,0,1,
62,11,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0.2,-5.06,8.64E-06,17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,D) Louisiana,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",TRUE,TRUE,TRUE,1,1,0,0,1,
63,11,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0.3,-5.06,8.64E-06,17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,D) Louisiana,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",TRUE,TRUE,TRUE,1,1,0,0,1,
