,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,CorrectedQuestion,CorrectedAnswer,CorrectedCorrect
10,Sammy wanted to go to where the people were.  Where might he go?,Sammy wanted to go to where the ppje were.  Where might he go?,people,ppje,3,32,36,0.4,0.011909332126379013,Sammy wanted to go to where the people were.  Where might he go?,32,38,"['A) race track', 'B) populated areas', 'C) the desert', 'D) apartment', 'E) roadblock']",B) populated areas,B) populated areas,True,True,Sammy wanted to go to where the people were. Where might he go?,B) populated areas,True
11,Sammy wanted to go to where the people were.  Where might he go?,Sammy wanted to go to where the pevel were.  Where might he go?,people,pevel,3,32,37,0.5,0.011909332126379013,Sammy wanted to go to where the people were.  Where might he go?,32,38,"['A) race track', 'B) populated areas', 'C) the desert', 'D) apartment', 'E) roadblock']",B) populated areas,B) populated areas,True,True,Sammy wanted to go to where the people were. Where might he go?,B) populated areas,True
12,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a choker not located in a jewelry box or boutique where would you go?,choker,choker,0,12,18,0.0,2.827208163580508e-06,To locate a choker not located in a jewelry box or boutique where would you go?,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,B) neck,False,True,To locate a choker not located in a jewelry box or boutique where would you go?,B) neck,False
13,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a cpokr not located in a jewelry box or boutique where would you go?,choker,cpokr,2,12,17,0.1,2.827208163580508e-06,To locate a choker not located in a jewelry box or boutique where would you go?,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,"I believe there might be a typo in the question. Assuming you meant ""To locate a cook not located in a jewelry box or boutique where would you go?"", the answer would be:

A) jewelry store",False,False,To locate a clock not located in a jewelry box or boutique where would you go?,A) jewelry store,True
14,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a choker not located in a jewelry box or boutique where would you go?,choker,choker,0,12,18,0.2,2.827208163580508e-06,To locate a choker not located in a jewelry box or boutique where would you go?,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,B) neck,False,True,To locate a choker not located in a jewelry box or boutique where would you go?,B) neck,False
15,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a coekrr not located in a jewelry box or boutique where would you go?,choker,coekrr,3,12,18,0.3,2.827208163580508e-06,To locate a choker not located in a jewelry box or boutique where would you go?,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,B) neck,False,True,To locate a cooker not located in a jewelry box or boutique where would you go?,A) jewelry store,True
16,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a hoker not located in a jewelry box or boutique where would you go?,choker,hoker,1,12,17,0.4,2.827208163580508e-06,To locate a choker not located in a jewelry box or boutique where would you go?,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,B) neck,False,True,To locate a choker not located in a jewelry box or boutique where would you go?,B) neck,False
17,To locate a choker not located in a jewelry box or boutique where would you go?,To locate a ktkor not located in a jewelry box or boutique where would you go?,choker,ktkor,4,12,17,0.5,2.827208163580508e-06,To locate a choker not located in a jewelry box or boutique where would you go?,12,18,"['A) jewelry store', 'B) neck', 'C) jewlery box', 'D) jewelry box', 'E) boutique']",A) jewelry store,A) jewelry store,True,True,To locate a locket not located in a jewelry box or boutique where would you go?,B) neck,False
18,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other highway and street GPS services have replaced what?,highway,highway,0,22,29,0.0,0.03257063031196594,Google Maps and other highway and street GPS services have replaced what?,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,True,True,Google Maps and other highway and street GPS services have replaced what?,D) atlas,True
19,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other highway and street GPS services have replaced what?,highway,highway,0,22,29,0.1,0.03257063031196594,Google Maps and other highway and street GPS services have replaced what?,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,True,True,Google Maps and other highway and street GPS services have replaced what?,D) atlas,True
20,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other hiohway and street GPS services have replaced what?,highway,hiohway,1,22,29,0.2,0.03257063031196594,Google Maps and other highway and street GPS services have replaced what?,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,True,True,Google Maps and other highway and street GPS services have replaced what?,D) atlas,True
21,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other ighway and street GPS services have replaced what?,highway,ighway,1,22,28,0.3,0.03257063031196594,Google Maps and other highway and street GPS services have replaced what?,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,True,True,Google Maps and other highway and street GPS services have replaced what?,D) atlas,True
22,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other ghwhay and street GPS services have replaced what?,highway,ghwhay,3,22,28,0.4,0.03257063031196594,Google Maps and other highway and street GPS services have replaced what?,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,True,True,Google Maps and other highway and street GPS services have replaced what?,D) atlas,True
23,Google Maps and other highway and street GPS services have replaced what?,Google Maps and other hkpy and street GPS services have replaced what?,highway,hkpy,5,22,26,0.5,0.03257063031196594,Google Maps and other highway and street GPS services have replaced what?,22,29,"['A) united states', 'B) mexico', 'C) countryside', 'D) atlas', 'E) oceans']",D) atlas,D) atlas,True,True,Google Maps and other mapping and street GPS services have replaced what?,D) atlas,True
24,"The fox walked from the city into the forest, what was it looking for?","The fox walked from the city into the forest, what was it looking for?",fox,fox,0,4,7,0.0,0.0034451959654688835,"The fox walked from the city into the forest, what was it looking for?",4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,True,True,"The fox walked from the city into the forest, what was it looking for?",C) natural habitat,True
25,"The fox walked from the city into the forest, what was it looking for?","The fox walked from the city into the forest, what was it looking for?",fox,fox,0,4,7,0.1,0.0034451959654688835,"The fox walked from the city into the forest, what was it looking for?",4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,True,True,"The fox walked from the city into the forest, what was it looking for?",C) natural habitat,True
26,"The fox walked from the city into the forest, what was it looking for?","The fx walked from the city into the forest, what was it looking for?",fox,fx,1,4,6,0.2,0.0034451959654688835,"The fox walked from the city into the forest, what was it looking for?",4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,True,True,"The fox walked from the city into the forest, what was it looking for?",C) natural habitat,True
27,"The fox walked from the city into the forest, what was it looking for?","The fox walked from the city into the forest, what was it looking for?",fox,fox,0,4,7,0.3,0.0034451959654688835,"The fox walked from the city into the forest, what was it looking for?",4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,True,True,"The fox walked from the city into the forest, what was it looking for?",C) natural habitat,True
28,"The fox walked from the city into the forest, what was it looking for?","The do walked from the city into the forest, what was it looking for?",fox,do,2,4,6,0.4,0.0034451959654688835,"The fox walked from the city into the forest, what was it looking for?",4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,True,True,"The dog walked from the city into the forest, what was it looking for?",C) natural habitat,True
29,"The fox walked from the city into the forest, what was it looking for?","The of walked from the city into the forest, what was it looking for?",fox,of,2,4,6,0.5,0.0034451959654688835,"The fox walked from the city into the forest, what was it looking for?",4,7,"['A) pretty flowers.', 'B) hen house', 'C) natural habitat', 'D) storybook', 'E) dense forest']",C) natural habitat,C) natural habitat,True,True,"The fox walked from the city into the forest, what was it looking for?",C) natural habitat,True
30,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",mold,mold,0,69,73,0.0,0.004457754082977772,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,True,True,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",B) refrigerator,True
31,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",mold,mold,0,69,73,0.1,0.004457754082977772,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,True,True,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",B) refrigerator,True
32,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in rhl in the back of his what?",mold,rhl,3,69,72,0.2,0.004457754082977772,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,True,True,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",B) refrigerator,True
33,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",mold,mold,0,69,73,0.3,0.004457754082977772,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,True,True,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",B) refrigerator,True
34,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in mdo in the back of his what?",mold,mdo,3,69,72,0.4,0.004457754082977772,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,True,True,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",B) refrigerator,True
35,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?","The forgotten leftovers had gotten quite old, he found it covered in okld in the back of his what?",mold,okld,2,69,73,0.5,0.004457754082977772,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",69,73,"['A) carpet', 'B) refrigerator', 'C) breadbox', 'D) fridge', 'E) coach']",B) refrigerator,B) refrigerator,True,True,"The forgotten leftovers had gotten quite old, he found it covered in mold in the back of his what?",B) refrigerator,True
36,Where is a business restaurant likely to be located?,Where is a business restaurant likely to be located?,restaurant,restaurant,0,20,30,0.0,3.4271201002411544e-05,Where is a business restaurant likely to be located?,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,True,True,Where is a busy restaurant likely to be located?,A) town,False
37,Where is a business restaurant likely to be located?,Where is a business restaucat likely to be located?,restaurant,restaucat,2,20,29,0.1,3.4271201002411544e-05,Where is a business restaurant likely to be located?,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,True,True,Where is a business restaurant likely to be located?,D) business sector,True
38,Where is a business restaurant likely to be located?,Where is a business rsturat likely to be located?,restaurant,rsturat,3,20,27,0.2,3.4271201002411544e-05,Where is a business restaurant likely to be located?,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,True,True,Where is a business restaurant likely to be located?,D) business sector,True
39,Where is a business restaurant likely to be located?,Where is a business resasuarnf likely to be located?,restaurant,resasuarnf,5,20,30,0.3,3.4271201002411544e-05,Where is a business restaurant likely to be located?,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,True,True,Where is a business restaurant likely to be located?,D) business sector,True
40,Where is a business restaurant likely to be located?,Where is a business resturanv likely to be located?,restaurant,resturanv,2,20,29,0.4,3.4271201002411544e-05,Where is a business restaurant likely to be located?,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,True,True,Where is a business restaurant likely to be located?,D) business sector,True
41,Where is a business restaurant likely to be located?,Where is a business rerstkdnant likely to be located?,restaurant,rerstkdnant,4,20,31,0.5,3.4271201002411544e-05,Where is a business restaurant likely to be located?,20,30,"['A) town', 'B) at hotel', 'C) mall', 'D) business sector', 'E) yellow pages']",D) business sector,D) business sector,True,True,Where is a business restructured likely to be located?,D) business sector,True
42,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bench,0,16,21,0.0,0.33487874269485474,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,True,True,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,C) garden,True
43,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bench,0,16,21,0.1,0.33487874269485474,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,True,True,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,C) garden,True
44,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bench,0,16,21,0.2,0.33487874269485474,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,True,True,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,C) garden,True
45,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a banch and relaxed after doing a lot of work on his hobby.  Where is he?,bench,banch,1,16,21,0.3,0.33487874269485474,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,True,True,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,C) garden,True
46,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a bknch and relaxed after doing a lot of work on his hobby.  Where is he?,bench,bknch,1,16,21,0.4,0.33487874269485474,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,True,True,Johnny sat on a bench and relaxed after doing a lot of work on his hobby. Where is he?,C) garden,True
47,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,Johnny sat on a hcch and relaxed after doing a lot of work on his hobby.  Where is he?,bench,hcch,3,16,20,0.5,0.33487874269485474,Johnny sat on a bench and relaxed after doing a lot of work on his hobby.  Where is he?,16,21,"['A) state park', 'B) bus depot', 'C) garden', 'D) gym', 'E) rest area']",C) garden,C) garden,True,True,Johnny sat on a couch and relaxed after doing a lot of work on his hobby. Where is he?,C) garden,True
48,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooling off,0,10,21,0.0,4.2599160224199295e-05,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,A) loss of heat,True,True,James was cooling off too quickly. He would die if he didn't find some way to stop what?,A) loss of heat,True
49,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooling ooff two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooling ooff,1,10,22,0.1,4.2599160224199295e-05,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,A) loss of heat,True,True,James was cooling off too quickly. He would die if he didn't find some way to stop what?,A) loss of heat,True
50,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooinnk off two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooinnk off,3,10,21,0.2,4.2599160224199295e-05,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,E) calm down,False,True,James was cooling off too quickly. He would die if he didn't find some way to stop what?,A) loss of heat,True
51,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was coolng yff two quickly.  He would die if he didn't find some way to stop what?,cooling off,coolng yff,2,10,20,0.3,4.2599160224199295e-05,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,A) loss of heat,True,True,James was cooling off too quickly. He would die if he didn't find some way to stop what?,A) loss of heat,True
52,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was cooing ff two quickly.  He would die if he didn't find some way to stop what?,cooling off,cooing ff,2,10,19,0.4,4.2599160224199295e-05,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,D) relaxation,False,True,James was cooling off too quickly. He would die if he didn't find some way to stop what?,A) loss of heat,True
53,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,James was dooilnngf q two quickly.  He would die if he didn't find some way to stop what?,cooling off,dooilnngf q,7,10,21,0.5,4.2599160224199295e-05,James was cooling off two quickly.  He would die if he didn't find some way to stop what?,10,21,"['A) loss of heat', 'B) revenge', 'C) expansion', 'D) relaxation', 'E) calm down']",A) loss of heat,D) relaxation,False,True,James was doodling too quickly. He would die if he didn't find some way to stop what?,E) calm down,False
54,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",house,house,0,22,27,0.0,0.2618100643157959,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,True,True,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",C) kitchen,True
55,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a huse it was his favorite, the aromas always drew him to the what?",house,huse,1,22,26,0.1,0.2618100643157959,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,True,True,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",C) kitchen,True
56,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a husee it was his favorite, the aromas always drew him to the what?",house,husee,2,22,27,0.2,0.2618100643157959,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,True,True,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",C) kitchen,True
57,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a htuse it was his favorite, the aromas always drew him to the what?",house,htuse,1,22,27,0.3,0.2618100643157959,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,True,True,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",C) kitchen,True
58,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a ohes it was his favorite, the aromas always drew him to the what?",house,ohes,4,22,26,0.4,0.2618100643157959,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,True,True,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",C) kitchen,True
59,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?","Of all the rooms in a hxuute it was his favorite, the aromas always drew him to the what?",house,hxuute,3,22,28,0.5,0.2618100643157959,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",22,27,"['A) yard', 'B) basement', 'C) kitchen', 'D) living room', 'E) garden']",C) kitchen,C) kitchen,True,True,"Of all the rooms in a house it was his favorite, the aromas always drew him to the what?",C) kitchen,True
60,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0.0,8.63559944264125e-06,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,True,True,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",D) Louisiana,True
61,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0.1,8.63559944264125e-06,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,True,True,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",D) Louisiana,True
62,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0.2,8.63559944264125e-06,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,True,True,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",D) Louisiana,True
63,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?","Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",marsh,marsh,0,17,22,0.3,8.63559944264125e-06,"Bill is stuck in marsh when a man comes up to him peaking Cajun, where is he?",17,22,"['A) low lands', 'B) new york', 'C) forest', 'D) louisiana', 'E) everglades']",D) louisiana,D) Louisiana,True,True,"Bill is stuck in a marsh when a man comes up to him speaking Cajun, where is he?",D) Louisiana,True
